date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
7/1/2020,Vietnam,0,0,355,0,3,0,20,0
7/2/2020,Vietnam,0,0,355,0,3,0,13,0
7/3/2020,Vietnam,0,0,355,0,2,0,6,0
7/4/2020,Vietnam,0,0,355,0,0,0,6,0
7/5/2020,Vietnam,0,0,355,0,0,0,6,0
7/6/2020,Vietnam,14,0,369,0,14,0,20,0
7/7/2020,Vietnam,0,0,369,0,14,0,20,0
7/8/2020,Vietnam,0,0,369,0,14,0,17,0
7/9/2020,Vietnam,0,0,369,0,14,0,17,0
7/10/2020,Vietnam,1,0,370,0,15,0,17,0
7/11/2020,Vietnam,0,0,370,0,15,0,15,0
7/12/2020,Vietnam,2,0,372,0,17,0,17,0
7/13/2020,Vietnam,1,0,373,0,4,0,18,0
7/14/2020,Vietnam,0,0,373,0,4,0,18,0
7/15/2020,Vietnam,8,0,381,0,12,0,26,0
7/16/2020,Vietnam,0,0,381,0,12,0,26,0
7/17/2020,Vietnam,1,0,382,0,12,0,27,0
7/18/2020,Vietnam,0,0,382,0,12,0,27,0
7/19/2020,Vietnam,1,0,383,0,11,0,28,0
7/20/2020,Vietnam,1,0,384,0,11,0,15,0
7/21/2020,Vietnam,17,0,401,0,28,0,32,0
7/22/2020,Vietnam,7,0,408,0,27,0,39,0
7/23/2020,Vietnam,4,0,412,0,31,0,43,0
7/24/2020,Vietnam,3,0,415,0,33,0,45,0
7/25/2020,Vietnam,2,0,417,0,35,0,47,0
7/26/2020,Vietnam,3,0,420,0,37,0,48,0
7/27/2020,Vietnam,11,0,431,0,47,0,58,0
7/28/2020,Vietnam,15,0,446,0,45,0,73,0
7/29/2020,Vietnam,13,0,459,0,51,0,78,0
7/30/2020,Vietnam,50,0,509,0,97,0,128,0
7/31/2020,Vietnam,49,3,558,3,143,3,176,3
8/1/2020,Vietnam,32,0,590,3,173,3,208,3
8/2/2020,Vietnam,31,3,621,6,201,6,238,6
8/3/2020,Vietnam,31,1,652,7,221,7,268,7
8/4/2020,Vietnam,20,1,672,8,226,8,271,8
8/5/2020,Vietnam,45,1,717,9,258,9,309,9
8/6/2020,Vietnam,33,1,750,10,241,10,338,10
8/7/2020,Vietnam,39,0,789,10,231,7,374,10
8/8/2020,Vietnam,23,0,812,10,222,7,395,10
8/9/2020,Vietnam,29,3,841,13,220,7,421,13
8/10/2020,Vietnam,6,2,847,15,195,8,416,15
8/11/2020,Vietnam,19,1,866,16,194,8,420,16
8/12/2020,Vietnam,17,2,883,18,166,9,424,18
